keys,es
"No incoming offers right now.
Rival clubs bid for your squad as the season runs — accept, reject or hold out for more.","Sin ofertas entrantes ahora mismo.
Los clubes rivales pujan por tu plantilla durante la temporada: acepta, rechaza o aguanta por más."
No completed deals yet this season.,Aún no hay operaciones completadas esta temporada.
%s  ·  from %s,%s  ·  del %s
%s  ·  loan from %s,%s  ·  cedido por el %s
%s  ·  youth prospect,%s  ·  promesa juvenil
%s  ·  free agent,%s  ·  agente libre
RIVAL BID: %s have ~%s on the table — %s decide by %s. Beat it or lose the deal.,PUJA RIVAL: %s tiene ~%s sobre la mesa — %s decide antes del %s. Supérala o pierde la operación.
Our package: %s,Nuestro paquete: %s
…or structured: %s,…o estructurado: %s
…or would take: %s,…o aceptarían: %s
Accept Terms,Aceptar condiciones
Adjust Loan,Ajustar cesión
Accept Proposal,Aceptar propuesta
Take Structured,Aceptar estructurado
Adjust Offer,Ajustar oferta
%s  ·  ON LOAN from %s,%s  ·  CEDIDO por el %s
Until %s · we pay %d%% of %s/wk%s,Hasta el %s · pagamos el %d %% de %s/sem%s
 · option to buy %s, · opción de compra %s
Exercise Option (%s),Ejecutar la opción (%s)
%s  ·  bid from %s,%s  ·  puja del %s
   ·   our valuation %s,   ·   nuestra valoración %s
Offer: %s%s,Oferta: %s%s
Expires %s,Expira el %s
We demanded %s%s — their reply due %s,Exigimos %s%s — su respuesta antes del %s
 + %d%% sell-on, + %d %% de reventa
They agreed: %s%s — confirm to complete.,Han aceptado: %s%s — confirma para completar.
Ask More,Pedir más
Offer for %s,Oferta por %s
Revise offer — %s,Revisar oferta — %s
Selling club: %s   ·   their likely valuation: %s,Club vendedor: %s   ·   su valoración probable: %s
Transfer budget: %s   ·   wage room: %s/wk,Presupuesto de fichajes: %s   ·   margen salarial: %s/sem
DEADLINE DAY — they will answer within hours. This deal completes today or never.,DÍA DE CIERRE: responderán en horas. Esta operación se cierra hoy o nunca.
"Window closes in %d day%s. Unfinished deals collapse at the deadline, and rival clubs are circling.","La ventana cierra en %d día%s. Las operaciones sin rematar caen en el cierre, y los rivales acechan."
Permanent transfer,Traspaso permanente
Season loan,Cesión por la temporada
Up-front fee,Pago inicial
"cash now, from our transfer budget","dinero ya, de nuestro presupuesto de fichajes"
Installments (total),Plazos (total)
paid yearly — they discount deferred money,pagados anualmente; descuentan el dinero aplazado
over %d year%s,en %d año%s
Installment term,Duración de los plazos
Sell-on clause %,% de cláusula de reventa
% of the NEXT sale fee they keep,% de la PRÓXIMA venta que se quedan
Wages we cover %,% del salario que cubrimos
of their %s/wk,de sus %s/sem
Option to buy fee,Importe de la opción de compra
buy them outright mid-loan,comprarlo en propiedad a mitad de cesión
Loan runs until %s.,La cesión dura hasta el %s.
Package: %s   (headline %s),Paquete: %s   (importe total %s)
Submit Offer,Enviar oferta
Personal terms — %s,Condiciones personales — %s
Their demand: %s/wk (prefers a %d-year deal as %s),Su pretensión: %s/sem (prefiere un contrato de %d años como %s)
Estimated wage demand: %s/wk,Pretensión salarial estimada: %s/sem
Development compensation due: %s,Compensación por formación: %s
Our wage room: %s/wk   ·   transfer budget: %s,Nuestro margen salarial: %s/sem   ·   presupuesto de fichajes: %s
Weekly wage,Salario semanal
%d year%s,%d año%s
Contract length,Duración del contrato
"longer = security, they take less/wk",más largo = seguridad; aceptan menos por semana
Signing bonus,Prima de fichaje
"one-off cash, sweetens low wages",pago único; endulza salarios bajos
Promised role,Rol prometido
a bigger promise trims the wage,una promesa mayor recorta el salario
Negotiate — %s,Negociar — %s
Their bid: %s   ·   our valuation: %s,Su puja: %s   ·   nuestra valoración: %s
"Demand a fee and, optionally, a sell-on clause — they weigh both and may meet you, improve their cash bid, or walk away.","Exige un importe y, si quieres, una cláusula de reventa; sopesan ambas cosas y pueden aceptar, mejorar su puja en metálico o levantarse de la mesa."
Fee demand,Importe exigido
we keep % of THEIR next sale,nos quedamos un % de SU próxima venta
Send Demands,Enviar exigencias
All scouts are on assignment. Recall one from the Scouting tab first.,Todos los ojeadores están de misión. Retira antes a uno desde la pestaña Ojeo.
Assign scout,Asignar ojeador
Target: %s,Objetivo: %s
"Region: %s · a full report takes real days — travel first, then fieldwork; home-patch scouts read faster and truer.","Región: %s · un informe completo lleva días de verdad: primero el viaje, luego el trabajo de campo; los ojeadores locales leen más rápido y mejor."
 · home patch, · su zona
%s (JA %d · ~%d days to full%s%s),%s (VN %d · ~%d días hasta el completo%s%s)
 · %dd travel, · %d d de viaje
Scouting focus — %s,Enfoque de ojeo — %s
"A focus is a broad sweep: %d matching targets a day gain knowledge, capped at %d%% (interim intel only). Region focuses require travelling there. Use a dedicated target watch for a full report.","Un enfoque es un barrido amplio: %d objetivos coincidentes al día ganan conocimiento, con tope del %d %% (solo información provisional). Los enfoques regionales exigen viajar allí. Usa un seguimiento dedicado para el informe completo."
 · OPEN, · ABIERTA
%d day%s to deadline,%d día%s para el cierre
closes in %d days,cierra en %d días
Window CLOSED,Ventana CERRADA
opens %s (%dd),abre el %s (%d d)
Transfer budget,Presupuesto de fichajes
Wage room,Margen salarial
Active offers,Ofertas activas
%d out · %d in,%d salientes · %d entrantes
Scouts in field,Ojeadores sobre el terreno
Pushed to us,Ofrecidos
%d recs · %d agents,%d recom. · %d agentes
%d targets,%d objetivos
%d targets · %d full books,%d objetivos · %d expedientes completos
Summer window,Ventana de verano
Winter window,Ventana de invierno
"The transfer window is CLOSED. It reopens %s (%s, %d days). Only free agents can be signed until then.","La ventana de traspasos está CERRADA. Reabre el %s (%s, %d días). Hasta entonces solo se puede firmar a agentes libres."
%s OPEN — deadline day %s,%s ABIERTA — día de cierre: %s
"The %s is open. Club-to-club transfers, loans and prospect signings are live until %s (%d days). The market always heats up toward the deadline — move early or scramble late.","La %s está abierta. Traspasos entre clubes, cesiones y fichajes de promesas siguen vivos hasta el %s (%d días). El mercado siempre se calienta hacia el cierre: muévete pronto o corre tarde."
The window shut before the deal was done.,La ventana se cerró antes de rematar la operación.
Missed the deadline: %s,Cierre incumplido: %s
The transfer window closed before our deal for %s could be completed. Talks are off until the market reopens.,La ventana se cerró antes de completar nuestra operación por %s. La negociación queda parada hasta que reabra el mercado.
Window shut — offer lapsed.,Ventana cerrada: la oferta caducó.
%s SHUT — %d deals done across the league,%s CERRADA — %d operaciones en toda la liga
"The %s has closed. League-wide: %d completed deals. Our business: %d deals, %s spent on fees.%s The market reopens %s (%s).","La %s ha cerrado. En toda la liga: %d operaciones completadas. Nuestro negocio: %d operaciones, %s gastados en traspasos.%s El mercado reabre el %s (%s)."
 %d of our negotiations died at the deadline., %d de nuestras negociaciones murieron en el cierre.
%s up front,%s de entrada
%s over %d yr%s,%s en %d año%s
%d%% sell-on,%d %% de reventa
Loan: %d%% wages covered,Cesión: %d %% del salario cubierto
", option to buy %s",", opción de compra %s"
%s/wk · %d yr%s,%s/sem · %d año%s
 · %s signing bonus, · %s de prima de fichaje
(low knowledge — rough read) ,(poco conocimiento: lectura aproximada) 
Negotiators: this package should be accepted.,Negociadores: este paquete debería ser aceptado.
Negotiators: very close — expect a small counter.,Negociadores: muy cerca; espera una pequeña contraoferta.
Negotiators: short of their valuation — they will counter with structure.,Negociadores: por debajo de su valoración; contraofertarán con estructura.
Negotiators: likely to be dismissed outright.,Negociadores: probablemente lo rechacen de plano.
Negotiators: overseas clubs will not loan battlers abroad — a permanent deal is the only route.,Negociadores: los clubes extranjeros no ceden combatientes fuera; el traspaso permanente es la única vía.
Negotiators: a key battler — they will NOT loan them out.,Negociadores: una pieza clave; NO lo cederán.
Negotiators: first-team regular — a loan needs 100% wages and a big option to buy.,Negociadores: titular habitual; una cesión exige el 100 % del salario y una opción de compra alta.
Negotiators: squad member — expect demands for most wages plus an option fee.,Negociadores: miembro de plantilla; espera que pidan la mayor parte del salario más una opción.
Negotiators: fringe battler — a loan with decent wage cover is very gettable.,Negociadores: jugador marginal; una cesión con buena cobertura salarial es muy alcanzable.
(estimated) ,(estimado) 
Agent: these terms should get it done.,Agente: estas condiciones deberían cerrarlo.
"Agent: close — length, bonus or a bigger promised role could bridge it.","Agente: cerca; la duración, una prima o un rol prometido mayor podrían salvar la distancia."
Agent: well short of what they'll sign for.,Agente: muy lejos de lo que firmaría.
Old Capital,Vieja Capital
No such scout.,No existe ese ojeador.
%s is already on assignment — recall them first.,%s ya está de misión; retíralo primero.
Invalid scouting target.,Objetivo de ojeo no válido.
%s is already fully scouted.,%s ya está totalmente ojeado.
Interim scout report: %s (part scouted),Informe provisional de ojeo: %s (parcialmente ojeado)
"%s has filed a preliminary assessment of %s — move set confirmed, star ratings given as a RANGE that narrows with more time in the field. Full attributes still need a completed watch. See Transfers > Scouting.",%s ha presentado una evaluación preliminar de %s: movimientos confirmados y estrellas dadas como un RANGO que se estrecha con más tiempo sobre el terreno. Los atributos exactos aún exigen completar el seguimiento. Ver Traspasos > Ojeo.
Scouting mission over: target unavailable,Misión de ojeo terminada: objetivo no disponible
%s's watch has ended — the target is no longer on the market.,El seguimiento de %s ha terminado: el objetivo ya no está en el mercado.
Full scout report: %s,Informe de ojeo completo: %s
"%s has completed the watch on %s. Exact attributes, genetics and final star ratings are unlocked in Transfers.","%s ha completado el seguimiento de %s. Atributos exactos, genética y estrellas definitivas desbloqueados en Traspasos."
Sp. Defense,Def. Esp.
Standout %s (%s) for its level,%s sobresaliente (%s) para su nivel
Strong secondary %s (%s),Buen %s secundario (%s)
Wins the speed tie in most match-ups,Gana el duelo de velocidad en la mayoría de los cruces
Excellent underlying genetics (IV %d/90),Genética de fondo excelente (IV %d/90)
Young — years of development ahead,Joven: años de desarrollo por delante
Versatile move set (%s),Repertorio versátil (%s)
Weak %s (%s) is exploitable,Su débil %s (%s) es explotable
Below-par %s (%s) too,También un %s por debajo de la media (%s)
Modest genetics (IV %d/90) cap its ceiling,Una genética modesta (IV %d/90) limita su techo
Genetics unread — a full watch is needed to grade the IVs,Genética sin leer: hace falta un seguimiento completo para calificar los IV
Ageing — resale value will only fall,Envejeciendo: su valor de reventa solo puede caer
Arrived at trials in poor condition (%d%%),Llegó a las pruebas en mal estado (%d %%)
One-dimensional move set,Repertorio unidimensional
Sign at almost any cost — a genuine difference-maker.,Fíchalo casi a cualquier precio: marca diferencias de verdad.
Would strengthen our first team immediately. Recommended.,Reforzaría nuestro primer equipo de inmediato. Recomendado.
"Raw today, but the ceiling justifies a development signing.","Verde hoy, pero su techo justifica un fichaje de proyección."
Useful squad depth at the right price; do not overpay.,Fondo de armario útil al precio justo; no pagues de más.
Not recommended — below the level we need.,No recomendado: por debajo del nivel que necesitamos.
PRELIMINARY (%d%% scouted) — the bands below narrow as the watch continues. %s,PRELIMINAR (%d %% ojeado): las bandas de abajo se estrechan según avanza el seguimiento. %s
"%s: ""A genuine difference-maker — take this to the board.""",%s: «Marca diferencias de verdad; llévaselo a la directiva».
"%s: ""Would improve our first team today.""",%s: «Mejoraría nuestro primer equipo hoy mismo».
"%s: ""One for the future — the ceiling is %s.""",%s: «Uno para el futuro; su techo es %s».
Scout recommendation: %s (%s · %s),Recomendación de ojeador: %s (%s · %s)
%s Review the recommendation queue in Transfers > Recruitment — shortlist them or pass.,%s Revisa la cola de recomendaciones en Traspasos > Fichajes: añádelo a la lista o pasa.
That target cannot be bought with a transfer fee.,Ese objetivo no puede comprarse con un traspaso.
There is already an active offer for this target.,Ya hay una oferta activa por este objetivo.
Offered %s to %s.,Ofrecidos %s al %s.
That target cannot be taken on loan.,Ese objetivo no puede llegar cedido.
Overseas clubs will not loan battlers abroad — only a permanent transfer can bring them over.,Los clubes extranjeros no ceden combatientes fuera: solo un traspaso permanente puede traerlo.
Covering %d%% of their wages breaks our wage budget (room: %s/wk).,Cubrir el %d %% de su salario rompe nuestro presupuesto salarial (margen: %s/sem).
